VM Name,Host,IP Addresses,Cores,Memory Capacity,Storage,Controller Read IOPS,Controller Write IOPS,Controller IO Bandwidth,Backup and Recovery Capable,Flash Mode,CPU Usage,Memory Usage,Controller Avg IO Latency,Timestamp
Ubuntu_Walid,NTNX-J3014836-A/AHV,192.168.60.5,8,16 GiB,11.64 GiB / 200 GiB,0,2,24 KBps,Yes,No,58.61%,64.73%,7.43 ms,2025-04-22T09:36:13.521604
VBR01,NTNX-J30212D6-A/AHV,,16,24 GiB,31.3 GiB / 604.63 GiB,0,1,7 KBps,Yes,No,72.90%,18.07%,8.22 ms,2025-04-22T09:36:13.521604
VeeamProxy,,,4,4 GiB,1.66 GiB / 50 GiB,-,-,-,Yes,No,91.39%,32.55%,7.54 ms,2025-04-22T09:36:13.521604
VMS-Mngt,NTNX-J900RCNW-A/AHV,172.31.71.10 | 172.31.71.60,12,64 GiB,842.31 GiB / 1.17 TiB,0,39,502 KBps,Yes,No,3.63%,44.08%,3.63 ms,2025-04-22T09:36:13.521604
VMS-PREPROD01,NTNX-J3014839-A/AHV,172.31.71.11 | 172.31.71.61 | 172.31.71.24 | 172.31.71.74 | 172.31.71.42,4,8 GiB,26.56 GiB / 300 GiB,0,0,3 KBps,Yes,No,66.79%,1.68%,6.09 ms,2025-04-22T09:36:13.521604
VMS-UMS01,NTNX-J3014836-A/AHV,172.31.71.3 | 172.31.71.51 | 172.31.71.19 | 172.31.71.69 | 172.31.71.35,12,64 GiB,518.17 GiB / 700 GiB,1,15,398 KBps,Yes,No,56.20%,64.56%,1.39 ms,2025-04-22T09:36:13.521604
VMS-UMS02,NTNX-J302KCTX-A/AHV,172.31.71.4 | 172.31.71.52 | 172.31.71.20 | 172.31.71.70 | 172.31.71.36,12,64 GiB,453.97 GiB / 700 GiB,1,17,483 KBps,Yes,No,85.89%,11.26%,2.85 ms,2025-04-22T09:36:13.521604
VMS-UMS03,NTNX-J3014839-A/AHV,172.31.71.5 | 172.31.71.53 | 172.31.71.21 | 172.31.71.71 | 172.31.71.37,12,64 GiB,525.68 GiB / 700 GiB,1,12,380 KBps,Yes,No,21.30%,87.77%,1.37 ms,2025-04-22T09:36:13.521604
VMS-UMS04,NTNX-J3014836-A/AHV,172.31.71.6 | 172.31.71.54 | 172.31.71.22 | 172.31.71.72 | 172.31.71.38,12,64 GiB,404.1 GiB / 700 GiB,2,17,1.95 MBps,Yes,No,2.53%,13.03%,5.83 ms,2025-04-22T09:36:13.521604
VMS-UMS05,NTNX-J302KCTX-A/AHV,172.31.71.7 | 172.31.71.55 | 172.31.71.23 | 172.31.71.73 | 172.31.71.39,12,64 GiB,549.32 GiB / 700 GiB,1,31,732 KBps,Yes,No,50.55%,50.87%,8.01 ms,2025-04-22T09:36:13.521604
VMS-VSL01,NTNX-J900RCNW-A/AHV,172.31.71.8 | 172.31.71.56,8,16 GiB,70.9 GiB / 600 GiB,0,2,50 KBps,Yes,No,21.26%,81.80%,1.88 ms,2025-04-22T09:36:13.521604
VMS-VSL02,NTNX-J3014839-A/AHV,172.31.71.9 | 172.31.71.57,8,16 GiB,43.21 GiB / 600 GiB,0,0,28 KBps,Yes,No,20.10%,10.97%,6.37 ms,2025-04-22T09:36:13.521604
VMS-VVG01,NTNX-J3014839-A/AHV,172.31.71.67 | 172.31.71.58 | 172.31.71.40,8,16 GiB,13.32 GiB / 300 GiB,0,0,3 KBps,Yes,No,66.33%,21.02%,4.64 ms,2025-04-22T09:36:13.521604
VMS-VVG02,NTNX-J3014839-A/AHV,172.31.71.68 | 172.31.71.59 | 172.31.71.41,8,16 GiB,13.55 GiB / 300 GiB,0,0,3 KBps,Yes,No,13.71%,68.89%,5.79 ms,2025-04-22T09:36:13.521604
VOIP_MITEL-MBG01,NTNX-J9023FVL-A/AHV,10.1.12.4,2,4 GiB,6.64 GiB / 40 GiB,0,3,20 KBps,Yes,No,91.55%,43.88%,7.11 ms,2025-04-22T09:36:13.521604
VOIP_MITEL-MICOLLAB01,NTNX-J9023FVM-A/AHV,10.1.12.3,4,16 GiB,5.11 GiB / 100 GiB,0,1,7 KBps,Yes,No,40.85%,67.69%,8.52 ms,2025-04-22T09:36:13.521604
VOIP_MITEL-MX_ONE01,NTNX-J9023FVN-A/AHV,10.1.12.2 | 10.1.12.5,2,6 GiB,30.13 GiB / 255.95 GiB,0,7,47 KBps,Yes,No,78.52%,4.96%,5.12 ms,2025-04-22T09:36:13.521604
VSA-MNR-BE01,NTNX-J302KCTX-A/AHV,172.30.8.149,6,48 GiB,417.62 GiB / 0.98 TiB,0,46,269 KBps,Yes,No,11.13%,24.56%,2.65 ms,2025-04-22T09:36:13.521604
VSA-MNR-BE02,NTNX-J3014837-A/AHV,172.30.8.150,6,48 GiB,841.33 GiB / 1.17 TiB,0,2,101 KBps,Yes,No,57.94%,69.38%,1.29 ms,2025-04-22T09:36:13.521604
VSA-MNR-BE03,NTNX-J3014838-A/AHV,172.30.8.151,6,48 GiB,919.45 GiB / 1.17 TiB,0,2014,17.29 MBps,Yes,No,52.24%,45.79%,7.11 ms,2025-04-22T09:36:13.521604
VSA-MNR-COL01,NTNX-J3014837-A/AHV,172.30.8.152 | 172.30.7.184 | 10.5.11.87 | 172.30.7.151 | 10.255.255.55 | 172.30.7.247 | 172.30.7.215,4,12 GiB,44.51 GiB / 170 GiB,0,2,17 KBps,Yes,No,86.55%,53.68%,8.13 ms,2025-04-22T09:36:13.521604
VSA-MNR-COL02,NTNX-J900RCNW-A/AHV,172.30.8.153 | 172.30.7.185 | 10.5.11.88 | 172.30.7.152 | 10.255.255.56 | 172.30.7.248 | 172.30.7.216,4,12 GiB,49.59 GiB / 170 GiB,0,1,7 KBps,Yes,No,95.61%,71.41%,3.24 ms,2025-04-22T09:36:13.521604
VSA-MNR-COL03,NTNX-J302KCTX-A/AHV,172.30.8.154,4,12 GiB,9.64 GiB / 170 GiB,0,1,19 KBps,Yes,No,10.14%,48.04%,3.44 ms,2025-04-22T09:36:13.521604
VSA-MNR-FE01,NTNX-J302KCTX-A/AHV,172.30.8.146,6,42 GiB,85.4 GiB / 120 GiB,0,3,16 KBps,Yes,No,97.34%,10.14%,3.11 ms,2025-04-22T09:36:13.521604
VSA-MNR-FE02,NTNX-J3014837-A/AHV,172.30.8.147,6,42 GiB,81.55 GiB / 120 GiB,0,1,15 KBps,Yes,No,61.76%,42.36%,6.79 ms,2025-04-22T09:36:13.521604
VSA-MNR-FE03,NTNX-J302KCTX-A/AHV,172.30.8.148,6,42 GiB,85.56 GiB / 120 GiB,0,0,4 KBps,Yes,No,51.57%,86.90%,7.45 ms,2025-04-22T09:36:13.521604
VSA-NCM01,NTNX-J3014837-A/AHV,172.30.8.155 | 172.22.3.100 | 172.30.7.145 | 10.255.255.49 | 172.30.7.241 | 172.30.7.209,4,16 GiB,30.21 GiB / 500 GiB,0,4,26 KBps,Yes,No,45.27%,54.39%,8.57 ms,2025-04-22T09:36:13.521604
VSA-SMARTS-AGG01,NTNX-J3014837-A/AHV,172.30.8.133 | 172.30.7.165,6,36 GiB,26.74 GiB / 120 GiB,0,0,1 KBps,Yes,No,9.80%,51.42%,5.85 ms,2025-04-22T09:36:13.521604
VSA-SMARTS-AGG02,NTNX-J302KCTX-A/AHV,172.30.8.134 | 172.30.7.166,6,36 GiB,20.88 GiB / 120 GiB,0,0,1 KBps,Yes,No,33.12%,58.31%,8.00 ms,2025-04-22T09:36:13.521604
VSA-SMARTS-AGG03,NTNX-J30212D6-A/AHV,172.30.8.135,6,36 GiB,19.17 GiB / 120 GiB,0,0,0 KBps,Yes,No,35.45%,8.42%,8.80 ms,2025-04-22T09:36:13.521604
VSA-SMARTS-AGG04,NTNX-J302KCTX-A/AHV,172.30.8.136,6,36 GiB,20.47 GiB / 120 GiB,0,0,1 KBps,Yes,No,44.89%,61.89%,9.17 ms,2025-04-22T09:36:13.521604
VSA-SMARTS-APM01,NTNX-J30212D6-A/AHV,172.30.8.140 | 172.30.7.172 | 10.5.11.75 | 172.30.7.139 | 10.255.255.43 | 172.30.7.235 | 172.30.7.203,16,96 GiB,36.23 GiB / 120 GiB,0,0,0 KBps,Yes,No,32.78%,44.56%,9.57 ms,2025-04-22T09:36:13.521604
VSA-SMARTS-APM02,NTNX-J30212D6-A/AHV,172.30.8.141 | 172.30.7.173 | 10.5.11.76 | 172.30.7.140 | 10.255.255.44 | 172.30.7.236 | 172.30.7.204,16,96 GiB,19.2 GiB / 120 GiB,0,0,0 KBps,Yes,No,17.04%,26.98%,1.35 ms,2025-04-22T09:36:13.521604
VSA-SMARTS-APM03,NTNX-J30212D6-A/AHV,172.30.8.142 | 172.30.7.174 | 10.5.11.77 | 172.30.7.141 | 10.255.255.45 | 172.30.7.237 | 172.30.7.205,16,96 GiB,19.6 GiB / 120 GiB,0,0,0 KBps,Yes,No,92.21%,37.27%,7.48 ms,2025-04-22T09:36:13.521604
VSA-SMARTS-APM04,NTNX-J30212D6-A/AHV,172.30.8.143 | 172.30.7.175 | 10.5.11.78 | 172.30.7.142 | 10.255.255.37 | 172.30.7.238 | 172.30.7.206,16,96 GiB,18.97 GiB / 120 GiB,0,0,0 KBps,Yes,No,47.83%,28.64%,5.73 ms,2025-04-22T09:36:13.521604
VSA-SMARTS-MPLS01,NTNX-J9023FVM-A/AHV,172.30.8.144 | 172.30.7.176 | 10.5.11.68 | 172.30.7.132 | 10.255.255.47 | 172.30.7.228 | 172.30.7.196,4,32 GiB,22.61 GiB / 120 GiB,0,0,2 KBps,Yes,No,58.17%,2.28%,7.28 ms,2025-04-22T09:36:13.521604
VSA-SMARTS-NPM01,NTNX-J302KCTX-A/AHV,172.30.8.145 | 172.30.7.177 | 10.5.11.80 | 172.30.7.144 | 10.255.255.36 | 172.30.7.240 | 172.30.7.208,4,32 GiB,41.44 GiB / 120 GiB,0,0,38 KBps,Yes,No,8.70%,82.51%,8.13 ms,2025-04-22T09:36:13.521604
VSA-SMARTS-PRES01,NTNX-J30212D6-A/AHV,172.30.8.131 | 172.30.7.163,6,48 GiB,115.77 GiB / 120 GiB,0,27,267 KBps,Yes,No,57.91%,10.18%,4.74 ms,2025-04-22T09:36:13.521604
WICALL-RTP,NTNX-J30212D6-A/AHV,172.27.149.148 | 172.27.149.156 | 172.27.149.124,4,8 GiB,2.95 GiB / 120 GiB,0,0,19 KBps,Yes,No,40.29%,38.21%,6.31 ms,2025-04-22T09:36:13.521604
WICALL-SIP,NTNX-J3014839-A/AHV,172.27.149.147 | 172.27.149.155 | 172.27.149.123,4,8 GiB,2.72 GiB / 120 GiB,0,0,19 KBps,Yes,No,49.88%,2.50%,6.01 ms,2025-04-22T09:36:13.521604
Wifi-OutDoor-PoC01,NTNX-J30212D6-A/AHV,,4,16 GiB,1.58 GiB / 80 GiB,-,-,-,Yes,No,87.00%,41.62%,7.11 ms,2025-04-22T09:36:13.521604
Wifi-OutDoor-PoC01-VPN,NTNX-J3014836-A/AHV,172.22.250.252,4,8 GiB,6.47 GiB / 30 GiB,0,0,0 KBps,Yes,No,79.93%,18.48%,4.46 ms,2025-04-22T09:36:13.521604
WinServer_2019_Amine,NTNX-J900RCNW-A/AHV,172.22.3.102,16,16 GiB,19.31 GiB / 205.36 GiB,0,0,2 KBps,Yes,No,8.30%,95.74%,4.26 ms,2025-04-22T09:36:13.521604
xtract,,,4,64 GiB,2.82 GiB / 150 GiB,-,-,-,Yes,No,46.62%,78.21%,5.03 ms,2025-04-22T09:36:13.521604
ACI-ADTRAN01,NTNX-J9023FVM-A/AHV,172.16.28.21,6,16 GiB,15.08 GiB / 255.36 GiB,0,0,4 KBps,Yes,No,86.30%,19.39%,2.32 ms,2025-04-22T09:36:33.521604
ACI-ADTRAN02,NTNX-J302KCTX-A/AHV,172.16.28.22,6,16 GiB,15.07 GiB / 255.36 GiB,0,0,0 KBps,Yes,No,22.72%,86.19%,6.72 ms,2025-04-22T09:36:33.521604
ACI-ADTRAN03,NTNX-J302KCTX-A/AHV,172.16.28.23,6,16 GiB,15.08 GiB / 255.36 GiB,0,0,3 KBps,Yes,No,86.90%,21.77%,3.71 ms,2025-04-22T09:36:33.521604
ADTRAN-BACKUP01,NTNX-J9023FVL-A/AHV,172.16.28.17,4,8 GiB,5.17 GiB / 200 GiB,0,0,0 KBps,Yes,No,92.07%,22.17%,5.28 ms,2025-04-22T09:36:33.521604
AI-VM01,NTNX-J30212D6-A/AHV,,4,12 GiB,6.05 GiB / 500 GiB,-,-,-,Yes,No,27.75%,86.85%,5.35 ms,2025-04-22T09:36:33.521604
AI-VM02,NTNX-J3014839-A/AHV,,8,24 GiB,38.63 GiB / 600 GiB,-,-,-,Yes,No,34.61%,40.33%,9.59 ms,2025-04-22T09:36:33.521604
AI-VM03,NTNX-J30212D6-A/AHV,,4,12 GiB,2.99 GiB / 200 GiB,-,-,-,Yes,No,43.93%,69.81%,2.18 ms,2025-04-22T09:36:33.521604
AMICAL-WebServer01,NTNX-J3014837-A/AHV,10.1.10.10,8,16 GiB,16.56 GiB / 255.14 GiB,0,0,5 KBps,Yes,No,96.36%,27.21%,7.23 ms,2025-04-22T09:36:33.521604
AMS01,,,12,96 GiB,603.14 GiB / 2.5 TiB,-,-,-,Yes,No,86.14%,14.48%,4.29 ms,2025-04-22T09:36:33.521604
AMS01-30012023,,,12,96 GiB,416.52 GiB / 2.44 TiB,-,-,-,Yes,No,20.35%,27.88%,8.11 ms,2025-04-22T09:36:33.521604
AMS01-30012023-initial_clone,,,12,96 GiB,6.15 GiB / 2.45 TiB,-,-,-,Yes,No,55.39%,96.28%,4.03 ms,2025-04-22T09:36:33.521604
AMS01-clone07032025,,,12,96 GiB,938.83 GiB / 2.44 TiB,-,-,-,Yes,No,99.29%,78.20%,5.89 ms,2025-04-22T09:36:33.521604
AMS01-clone22022025,NTNX-J9023FVM-A/AHV,172.30.7.124 | 172.30.7.108 | 172.30.7.116,12,96 GiB,813.68 GiB / 2.44 TiB,0,0,5 KBps,Yes,No,76.80%,74.61%,5.79 ms,2025-04-22T09:36:33.521604
AMS01-New,,,12,96 GiB,682.86 GiB / 2.64 TiB,-,-,-,Yes,No,34.20%,35.23%,6.94 ms,2025-04-22T09:36:33.521604
AMS02,,,12,96 GiB,476.5 GiB / 2.5 TiB,-,-,-,Yes,No,23.06%,49.73%,7.21 ms,2025-04-22T09:36:33.521604
AMS02-06032023,NTNX-J302KCTX-A/AHV,172.30.7.125 | 172.30.7.109 | 172.30.7.117,12,96 GiB,562.81 GiB / 2.44 TiB,0,55,959 KBps,Yes,No,87.52%,46.12%,5.54 ms,2025-04-22T09:36:33.521604
AMS02-06032023-clone08092023,,,12,96 GiB,- / 2.44 TiB,-,-,-,Yes,No,91.39%,16.45%,3.56 ms,2025-04-22T09:36:33.521604
AMS02-06032023-clone_10012025,,,12,96 GiB,503.15 GiB / 2.44 TiB,-,-,-,Yes,No,77.18%,92.87%,5.51 ms,2025-04-22T09:36:33.521604
AMS02-06032023-clone_Full_OS,,,12,96 GiB,3.98 GiB / 2.44 TiB,-,-,-,Yes,No,1.11%,76.79%,4.82 ms,2025-04-22T09:36:33.521604
AMS02-20022023-BRUT,,,12,96 GiB,8.15 GiB / 2.45 TiB,-,-,-,Yes,No,44.95%,93.93%,3.40 ms,2025-04-22T09:36:33.521604
AMS02-new,,,12,96 GiB,676.01 GiB / 2.44 TiB,-,-,-,Yes,No,96.90%,76.59%,1.86 ms,2025-04-22T09:36:33.521604
AMS02-new-clone15022023,,,12,96 GiB,676.01 GiB / 2.44 TiB,-,-,-,Yes,No,26.25%,30.84%,2.39 ms,2025-04-22T09:36:33.521604
AMS03,NTNX-J30212D6-A/AHV,172.30.7.126,8,8 GiB,17.48 GiB / 45.65 GiB,0,0,7 KBps,Yes,No,17.92%,65.53%,6.89 ms,2025-04-22T09:36:33.521604
AUTIN-OWS01,,,4,12 GiB,40.57 GiB / 320 GiB,-,-,-,Yes,No,64.62%,48.27%,1.19 ms,2025-04-22T09:36:33.521604
BB-CACTI-DATA01,NTNX-J30212D6-A/AHV,192.168.60.25 | 172.30.6.214,4,16 GiB,17.02 GiB / 150 GiB,0,0,2 KBps,Yes,No,8.94%,6.15%,9.23 ms,2025-04-22T09:36:33.521604
BB-CACTI-DATA01-clone09022023,,,4,16 GiB,14.54 GiB / 150 GiB,-,-,-,Yes,No,29.34%,22.97%,1.91 ms,2025-04-22T09:36:33.521604
BB-CACTI-DATA01-Clone23112022,,,4,16 GiB,12.89 GiB / 150 GiB,-,-,-,Yes,No,2.42%,17.76%,7.80 ms,2025-04-22T09:36:33.521604
BB-CACTI-DATA01-HUAWEI01,NTNX-J900RCNW-A/AHV,192.168.60.26 | 172.30.6.165,16,16 GiB,31.68 GiB / 300 GiB,0,649,4.6 MBps,Yes,No,65.08%,9.20%,7.57 ms,2025-04-22T09:36:33.521604
BB-CACTI-DATA01-HUAWEI01-clone09022023,,,16,16 GiB,26.58 GiB / 300 GiB,-,-,-,Yes,No,29.25%,76.59%,8.58 ms,2025-04-22T09:36:33.521604
BB-CACTI-DATA01-HUAWEI01-Clone23112022,,,16,16 GiB,25.27 GiB / 300 GiB,-,-,-,Yes,No,99.42%,3.99%,1.60 ms,2025-04-22T09:36:33.521604
BB-CACTI-SIMENS01,NTNX-J900RCNW-A/AHV,192.168.60.27 | 172.16.28.20,4,16 GiB,14.15 GiB / 150 GiB,0,224,1.62 MBps,Yes,No,82.59%,29.26%,8.33 ms,2025-04-22T09:36:33.521604
BB-CACTI-SIMENS01-clone09022023,,,4,16 GiB,12.15 GiB / 150 GiB,-,-,-,Yes,No,22.05%,15.91%,4.22 ms,2025-04-22T09:36:33.521604
BB-CACTI-SIMENS01-Clone23112022,,,4,16 GiB,11.94 GiB / 150 GiB,-,-,-,Yes,No,71.82%,53.28%,1.72 ms,2025-04-22T09:36:33.521604
BB-CACTI01,NTNX-J3014838-A/AHV,10.5.11.131 | 192.168.60.4,8,8 GiB,38.74 GiB / 50.35 GiB,0,20,136 KBps,Yes,No,54.88%,3.66%,7.99 ms,2025-04-22T09:36:33.521604
BB-CACTI02,,,8,16 GiB,69.19 GiB / 100.34 GiB,-,-,-,Yes,No,74.86%,0.69%,3.93 ms,2025-04-22T09:36:33.521604
BB-CACTI02-New,NTNX-J3014836-A/AHV,192.168.60.9,8,8 GiB,8.61 GiB / 60 GiB,0,0,2 KBps,Yes,No,8.31%,95.95%,3.70 ms,2025-04-22T09:36:33.521604
BB-CACTI03,NTNX-J30212D6-A/AHV,10.5.11.138 | 192.168.60.6,8,8 GiB,63.87 GiB / 120 GiB,0,0,4 KBps,Yes,No,45.88%,3.39%,3.25 ms,2025-04-22T09:36:33.521604
BB-CACTI04,NTNX-J30212D6-A/AHV,192.168.60.7 | 10.5.11.141,2,3 GiB,4 GiB / 40 GiB,0,9,54 KBps,Yes,No,1.36%,30.46%,9.68 ms,2025-04-22T09:36:33.521604
BB-CACTI04-bis,NTNX-J30212D6-A/AHV,192.168.60.10 | 10.5.11.135,4,4 GiB,7.83 GiB / 40 GiB,0,0,1 KBps,Yes,No,48.95%,83.60%,7.66 ms,2025-04-22T09:36:33.521604
BB-CACTI04-Clone20042021,,,2,3 GiB,3.19 GiB / 40 GiB,-,-,-,Yes,No,15.74%,49.55%,5.07 ms,2025-04-22T09:36:33.521604
BB-CACTI05,,,2,4 GiB,17.64 GiB / 30 GiB,-,-,-,Yes,No,83.01%,71.20%,9.58 ms,2025-04-22T09:36:33.521604
BB-CACTI06,NTNX-J30212D6-A/AHV,192.168.60.19 | 10.4.11.11,6,3 GiB,47.24 GiB / 60 GiB,0,1,5 KBps,Yes,No,82.29%,4.43%,3.94 ms,2025-04-22T09:36:33.521604
BB-CACTI07,NTNX-J3014837-A/AHV,10.5.11.139 | 192.168.60.8,4,8 GiB,8.28 GiB / 60 GiB,0,9,49 KBps,Yes,No,69.78%,4.32%,1.87 ms,2025-04-22T09:36:33.521604
BB-CACTI07-Clone20042021,,,4,8 GiB,6.77 GiB / 60 GiB,-,-,-,Yes,No,15.91%,69.93%,8.85 ms,2025-04-22T09:36:33.521604
BB-CACTI11,NTNX-J3014836-A/AHV,172.30.9.212 | 10.12.11.20,4,4 GiB,5.02 GiB / 20 GiB,0,0,4 KBps,Yes,No,70.98%,39.34%,6.68 ms,2025-04-22T09:36:33.521604
BB-CACTI12,NTNX-J30212D6-A/AHV,10.12.11.21 | 172.30.9.213,4,4 GiB,3.76 GiB / 20 GiB,0,0,0 KBps,Yes,No,91.87%,26.20%,9.61 ms,2025-04-22T09:36:33.521604
BB-ENERGIE01,NTNX-J3014837-A/AHV,10.0.4.6 | 192.168.60.164,4,3 GiB,39.44 GiB / 40 GiB,0,0,0 KBps,Yes,No,72.05%,62.53%,5.57 ms,2025-04-22T09:36:33.521604
BB-ENERGIE01-NEW,NTNX-J3014838-A/AHV,10.0.4.5 | 192.168.60.163,8,4 GiB,64.9 GiB / 65.64 GiB,0,1,15 KBps,Yes,No,70.34%,94.47%,9.94 ms,2025-04-22T09:36:33.521604
BB-FTP01,NTNX-J30212D6-A/AHV,192.168.60.23,4,8 GiB,11.72 GiB / 30.06 GiB,0,0,1 KBps,Yes,No,2.96%,91.32%,6.73 ms,2025-04-22T09:36:33.521604
BB-SLS01,,,8,12 GiB,2.11 TiB / 2.19 TiB,-,-,-,Yes,No,19.14%,3.15%,4.96 ms,2025-04-22T09:36:33.521604
BB-SMC-MGMT01,,,2,8 GiB,845.56 GiB / 900 GiB,-,-,-,Yes,No,59.15%,54.41%,1.53 ms,2025-04-22T09:36:33.521604
BB-SYSLOG01,NTNX-J3014837-A/AHV,172.22.3.2 | 10.5.11.98 | 172.30.8.203,4,24 GiB,626.71 GiB / 750 GiB,0,8,184 KBps,Yes,No,46.27%,11.50%,6.01 ms,2025-04-22T09:36:33.521604
BB-SYSLOG01,,,4,24 GiB,387.99 GiB / 700 GiB,-,-,-,Yes,No,74.00%,38.36%,9.50 ms,2025-04-22T09:36:33.521604
BB-SYSLOG01-19092023,,,4,24 GiB,- / 500 GiB,-,-,-,Yes,No,11.26%,67.80%,2.30 ms,2025-04-22T09:36:33.521604
BB-SYSLOG01-20102023,,,4,24 GiB,454.29 GiB / 750 GiB,-,-,-,Yes,No,91.34%,93.38%,7.52 ms,2025-04-22T09:36:33.521604
BB-WHATSUP-NEW2016,NTNX-J3014839-A/AHV,192.168.60.16,8,12 GiB,16.07 GiB / 125.64 GiB,0,0,0 KBps,Yes,No,58.79%,64.67%,3.26 ms,2025-04-22T09:36:33.521604
BB-WHATSUP-NEW2016-Clone,,,8,12 GiB,14.69 GiB / 125.64 GiB,-,-,-,Yes,No,38.48%,87.48%,6.96 ms,2025-04-22T09:36:33.521604
BB-WHATSUP02,,,2,4 GiB,25.17 GiB / 30.27 GiB,-,-,-,Yes,No,53.81%,36.97%,1.72 ms,2025-04-22T09:36:33.521604
BB-WHATSUP03,,,2,4 GiB,18.01 GiB / 30 GiB,-,-,-,Yes,No,71.30%,4.94%,8.97 ms,2025-04-22T09:36:33.521604
BB-WHATSUP04,,,2,4 GiB,33.73 GiB / 50 GiB,-,-,-,Yes,No,42.49%,48.39%,9.32 ms,2025-04-22T09:36:33.521604
BB-WHATSUP05,,,2,4 GiB,18.33 GiB / 30 GiB,-,-,-,Yes,No,61.09%,39.95%,1.54 ms,2025-04-22T09:36:33.521604
BB-WHATSUP06,,,8,6 GiB,43.53 GiB / 50 GiB,-,-,-,Yes,No,66.50%,43.25%,6.54 ms,2025-04-22T09:36:33.521604
CCISI-Communik-Contact-Backup,NTNX-J3014837-A/AHV,10.1.10.4 | 10.55.199.19 | 10.1.11.3,12,32 GiB,19.77 GiB / 350 GiB,0,10,56 KBps,Yes,No,62.48%,46.60%,1.09 ms,2025-04-22T09:36:33.521604
CCISI-Communik-Contact-Principal,NTNX-J302KCTX-A/AHV,10.55.199.26 | 10.1.11.2 | 10.55.199.18,12,32 GiB,40.57 GiB / 350 GiB,0,10,60 KBps,Yes,No,53.48%,11.33%,9.54 ms,2025-04-22T09:36:33.521604
CCISI-Communik-Contact-Principal-clone31102023,,,12,32 GiB,16.5 GiB / 350 GiB,-,-,-,Yes,No,36.46%,23.15%,9.81 ms,2025-04-22T09:36:33.521604
CP-Backup01,NTNX-J3014837-A/AHV,192.168.60.53,4,8 GiB,258.77 GiB / 305.65 GiB,0,0,3 KBps,Yes,No,53.27%,56.71%,1.62 ms,2025-04-22T09:36:33.521604
CP-Net,,,24,250 GiB,461.29 GiB / 0.98 TiB,-,-,-,Yes,No,57.26%,63.68%,9.90 ms,2025-04-22T09:36:33.521604
CP-Net-clone12082022,NTNX-J900RCNW-A/AHV,10.5.11.148 | 192.168.60.48,24,250 GiB,521.44 GiB / 0.98 TiB,2,25,503 KBps,Yes,No,3.72%,91.40%,9.31 ms,2025-04-22T09:36:33.521604
CP-Net-clone27092023,,,24,250 GiB,308.69 GiB / 0.98 TiB,-,-,-,Yes,No,72.06%,43.49%,5.61 ms,2025-04-22T09:36:33.521604
CP-Net-New,,,24,250 GiB,75.17 GiB / 1 TiB,-,-,-,Yes,No,31.42%,59.29%,2.96 ms,2025-04-22T09:36:33.521604
CP-Performance,NTNX-J9023FVL-A/AHV,10.5.11.153 | 192.168.60.50,10,64 GiB,211.92 GiB / 650 GiB,0,14,377 KBps,Yes,No,33.34%,7.53%,4.35 ms,2025-04-22T09:36:33.521604
CP-Performance-clone27062022,,,10,64 GiB,156.13 GiB / 650 GiB,-,-,-,Yes,No,44.69%,94.56%,7.73 ms,2025-04-22T09:36:33.521604
CP-Performance-clone27072022,,,10,64 GiB,211.7 GiB / 650 GiB,-,-,-,Yes,No,62.98%,1.65%,7.54 ms,2025-04-22T09:36:33.521604
CPE-MGMT01,NTNX-J30212D6-A/AHV,172.30.9.243,8,8 GiB,17.83 GiB / 105.65 GiB,0,0,2 KBps,Yes,No,62.50%,33.50%,9.32 ms,2025-04-22T09:36:33.521604
CYNOIA-VM01,NTNX-J3014837-A/AHV,172.30.58.11 | 172.22.3.106,2,8 GiB,18.49 GiB / 100 GiB,0,2,39 KBps,Yes,No,92.50%,86.12%,4.30 ms,2025-04-22T09:36:33.521604
DDI-DHCP01,NTNX-J3014837-A/AHV,172.31.74.51 | 172.31.74.92,4,8 GiB,3.04 GiB / 100 GiB,0,2,16 KBps,Yes,No,86.42%,31.03%,5.94 ms,2025-04-22T09:36:33.521604
DDI-DHCP01-clone-16062022,,,4,8 GiB,2.35 GiB / 100 GiB,-,-,-,Yes,No,6.75%,88.00%,2.09 ms,2025-04-22T09:36:33.521604
DDI-DHCP02,NTNX-J302KCTX-A/AHV,172.31.74.52,4,8 GiB,2.41 GiB / 100 GiB,0,0,1 KBps,Yes,No,30.73%,8.24%,3.42 ms,2025-04-22T09:36:33.521604
DDI-DHCP02-clone-16062022,,,4,8 GiB,- / 100 GiB,-,-,-,Yes,No,89.96%,35.17%,7.25 ms,2025-04-22T09:36:33.521604
DDI-DNS-AUTH-COM01,NTNX-J3014838-A/AHV,172.31.74.76 | 196.203.82.46,8,16 GiB,19.22 GiB / 200 GiB,0,3,27 KBps,Yes,No,34.62%,3.57%,6.06 ms,2025-04-22T09:36:33.521604
DDI-DNS-AUTH-PRV01,NTNX-J3014838-A/AHV,172.31.74.59 | 172.31.74.118,8,16 GiB,2.4 GiB / 200 GiB,0,0,2 KBps,Yes,No,13.72%,38.38%,1.62 ms,2025-04-22T09:36:33.521604
DDI-DNS-AUTH-PRV02,NTNX-J3014838-A/AHV,172.31.74.60 | 172.31.74.126,8,16 GiB,2.58 GiB / 200 GiB,0,0,2 KBps,Yes,No,31.28%,71.64%,5.43 ms,2025-04-22T09:36:33.521604
